@relation spectrometer-weka.filters.unsupervised.instance.RemovePercentage-P20.0-weka.filters.unsupervised.instance.RemovePercentage-P70.0

@attribute LRS-name {12043-6225,12063-6259,12073-6233,12148-6741,12216-6218,12226+0102,12230-5943,12233-5920,12247-5842,12274-7647,12277+0441,12283-5650,12298-5754,12319-6728,12377-6102,12379-4959,12380+5607,12384-4536,12394-4338,12421-6217,12427+4542,12447+0425,12454-6659,12462-6418,12506-6004,12530+0340,12540-6845,12559-6041,12563-6100,13001+0527,13022-7650,13064-6103,13136-4426,13141-6119,13170-5404,13172+4547,13203-5536,13208-6027,13283-5839,13328-6244,13343-5807,13350-7221,13368-4941,13371-6249,13379-5426,13442-6109,13462-2807,13465-3412,13477-6532,13482-6716,13509-6348,13517-6515,13527-6117,13557-6442,13572-6347,13581-5930,14003-7633,14020-3515,14030-4629,14068-6158,14086-2839,14086-6907,14119-6453,14122-6133,14129-5940,14133+1925,14159-6038,14182-6144,14216-6152,14247+0454,14251-6256,14277+3904,14280-2952,14286-5905,14301-5734,14337-6215,14359-6037,14371+3245,14390+3147,14437+1520,14453-4920,14455-3625,14465-6000,14484-6152,14508+7421,14531-5337,14550-1214,14562-5406,14567+6607,14567-5846,14582-5926,14591-4438,15011-2505,15023-6916,15082-4808,15084-5702,15099-5509,15107-5726,15148-4940,15186-3604,15186-5730,15193+1429,15193+3132,15214-2244,15219-7545,15223-0203,15225-5605,15226-3603,15255+1944,15269-4400,15287-5811,15290-5546,15311-5538,15314+7847,15323-4920,15332-6430,15341+1515,15356-6722,15361+2441,15373-5308,15402-5449,15408-5413,15410-0133,15468-5018,15483+1517,15483-5514,15492+4837,15509-5207,15530-5201,15566+3609,15568-4513,15569-6135,15576-5400,16011+4722,16011-5424,16029-3041,16030-5156,16031-4856,16064-4200,16066-4427,16077-5830,16079-4812,16081+2511,16105-4205,16117-0334,16127-7834,16133-5151,16156-5613,16171-4759,16175-6120,16192-4900,16208-2215,16218-4701,16219-5048,16222-4738,16229-4947,16235+1900,16260+3454,16263-5533,16269+4159,16270-5213,16279-4709,16280-4154,16296-4417,16306+7223,16316-5026,16327-4848,16328-4656,16334-3107,16337-4525,16340-4634,16387-2700,16396-4429,16407-5639,16418+5459,16433-6856,16438-1133,16446-4243,16451-4312,16460-4022,16473+5753,16478-4322,16490-4618,16494-1252,16498-4143,16534-3030,16541-4901,16545-4214,16546-4057,16559-2557,16571-7548,16581-4058,16586-4142,16589-3315,16598-4117,17001-3651,17010-4323,17025-4719,17047-5650,17048-1601,17049-2440,17050-4123,17066-4028,17079-3243,17080-3215,17081+6422,17102-1031,17103-0559,17103-3551,17103-3702,17104-3146,17105-3746,17109-3942,17115-3322,17119+0859,17122-2707,17123+1107,17125-4814,17139+0446,17139-3746,17162-1934,17174-4641,17187-3750,17190+2658,17199-3512,17201-4613,17213-2219,17217-3916,17237-3102,17239-2812,17265-0725,17297+1747,17309-1724,17315-3414,17317-3331,17318-2342,17319-6234,17328-3327,17334+1537,17341-3453,17343+1052,17361+5746,17375-3652,17381-3442,17382-1704,17387-4343,17389-2045,17389-5742,17398-4344,17433-2523,17434-3414,17443-2519,17446-7809,17462-8647,17479-2927,17484-0800,17488-2800,17504-0234,17505-3143,17508-3419,17513-2313,17534-3030,17540-1919,17541+1110,17554+5129,17556+5813,17570-3713,17579+2335,17581-1744,18018-2802,18027-2314,18039-0813,18040-0941,18041-3317,18057-2616,18076+3445,18076-1034,18083-2630,18092-0437,18095+2704,18135-1456,18135-1740,18136-1859,18142-3646,18156-0653,18157+1757,18162-0246,18176-1848,18177-2951,18186+3143,18213+0335,18222+3933,18230+0544,18239-0655,18240+2326,18257-1000,18267-0606,18273-0738,18276+8236,18276-4717,18280-5639,18281+2149,18301-0656,18303-0519,18306+3657,18314-1131,18316-0602,18320-0352,18325-1138,18333+0533,18349+1023,18359+0847,18367-0452,18373-0021,18378-3731,18397+1738,18398-0220,18401+2854,18413+1354,18414-0527,18421+1147,18429-1721,18450-0922,18451-0824,18464-0656,18467-4802,18475+0926,18476+0555,18527+3650,18530+0817,18531+0016,18535+0726,18537-1035,18550+0130,18551+0323,18551+1345,18556+0811,18560+0638,19007-2247,19007-3826,19008+0726,19017-0545,19029+0808,19032-4602,19042-4858,19043+1009,19059-2219,19075+0921,19093-3256,19099+6711,19135+0931,19143-5032,19157-1706,19161+2343,19178-2620,19188-1603,19192+0922,19194+1734,19229+1708,19232+5008,19240+3615,19247-1722,19282+2253,19283+1944,19287+4602,19296+4331,19314-1629,19321+2757,19324+3033,19327+3024,19352+2030,19354+5005,19361-1658,19396+1637,19412+0337,19422+3506,19451+1824,19472+2127,19474-0744,19480+2447,19495+0835,19500-1709,19503+2219,19510-5919,19528-2919,19536+3237,19537+2212,19548+3035,19550-0201,19575-5930,19585+5200,19586+3637,19594+4047,19595-2751,20010+3011,20015+3019,20024+3330,20028+3910,20038-2722,20042-4241,20052+0554,20072+3116,20075-6005,20094-1121,20111-4708,20113+4917,20124+6605,20135-7152,20161-1600,20165+3413,20171+3519,20193+3527,20194+3646,20200+3624,20215+6243,20248+7505,20248-2825,20253+3814,20255+4054,20267+2105,20275+4001,20297+3221,20310+4029,20318+3829,20340+5338,20350+3741,20356+1805,20365+1154,20396+4757,20403+3700,20417-0500,20431+1754,20435+3825,20440-0105,20479+0554,20484-7202,20491+4236,20502+4709,20529+3013,20532+5554,20541-6549,20549+5245,20570+2714,21003+4801,21032-0024,21035+5136,21044-1637,21069-3843,21086+5238,21088+6817,21190+5140,21206-4054,21243-6943,21245+6221,21270+7135,21286+1055,21305+2118,21312+5405,21318+5631,21320+3850,21341+4508,21368-3812,21373+4540,21377+5042,21377-0200,21383+4513,21389+5405,21399+3516,21401+7354,21417+0938,21449+4950,21453-4708,21456+6422,21489+5301,21543-1421,21552+6323,21554+6204,21558+5907,21563+5630,22017+2806,22035+3506,22091+5757,22097+5647,22142-8454,22150-6030,22165+4331,22177+5936,22190-0751,22196-4612,22212+5542,22230-4841,22231-4529,22241+6005,22264+5858,22267-4400,22272+5435,22280+1250,22282+5644,22303+5950,22306+5510,22317+5838,22345+5809,22456+5453,22476+4047,22512+6100,22516+0838,22518+6600,22525-2952,22526+8446,22540-5740,22585+6402,23000+5932,23013+2748,23095+5925,23134-7031,23138+6204,23151+5912,23166+1655,23202+5901,23213-4521,23284+5958,23309+2213,23320+4316,23365+5159,23416+6130,23439+5412,23491+6243,23496+6131,23528+4821,23541+7031,23564-5651}
@attribute LRS-class {2,3,4,5,12,13,14,15,16,17,18,21,22,23,24,25,26,27,28,29,31,32,33,34,35,36,37,38,39,41,42,43,44,45,50,69,71,72,73,79,80,81,82,85,91,92,95,96}
@attribute ID-type {0,2,3,4}
@attribute Right-Ascension numeric
@attribute Declination numeric
@attribute Scale_Factor numeric
@attribute Blue_base_1 numeric
@attribute Blue_base_2 numeric
@attribute Red_base_1 numeric
@attribute Red_base_2 numeric
@attribute blue-band-flux_1 numeric
@attribute blue-band-flux_2 numeric
@attribute blue-band-flux_3 numeric
@attribute blue-band-flux_4 numeric
@attribute blue-band-flux_5 numeric
@attribute blue-band-flux_6 numeric
@attribute blue-band-flux_7 numeric
@attribute blue-band-flux_8 numeric
@attribute blue-band-flux_9 numeric
@attribute blue-band-flux_10 numeric
@attribute blue-band-flux_11 numeric
@attribute blue-band-flux_12 numeric
@attribute blue-band-flux_13 numeric
@attribute blue-band-flux_14 numeric
@attribute blue-band-flux_15 numeric
@attribute blue-band-flux_16 numeric
@attribute blue-band-flux_17 numeric
@attribute blue-band-flux_18 numeric
@attribute blue-band-flux_19 numeric
@attribute blue-band-flux_20 numeric
@attribute blue-band-flux_21 numeric
@attribute blue-band-flux_22 numeric
@attribute blue-band-flux_23 numeric
@attribute blue-band-flux_24 numeric
@attribute blue-band-flux_25 numeric
@attribute blue-band-flux_26 numeric
@attribute blue-band-flux_27 numeric
@attribute blue-band-flux_28 numeric
@attribute blue-band-flux_29 numeric
@attribute blue-band-flux_30 numeric
@attribute blue-band-flux_31 numeric
@attribute blue-band-flux_32 numeric
@attribute blue-band-flux_33 numeric
@attribute blue-band-flux_34 numeric
@attribute blue-band-flux_35 numeric
@attribute blue-band-flux_36 numeric
@attribute blue-band-flux_37 numeric
@attribute blue-band-flux_38 numeric
@attribute blue-band-flux_39 numeric
@attribute blue-band-flux_40 numeric
@attribute blue-band-flux_41 numeric
@attribute blue-band-flux_42 numeric
@attribute blue-band-flux_43 numeric
@attribute blue-band-flux_44 numeric
@attribute red-band-flux_1 numeric
@attribute red-band-flux_2 numeric
@attribute red-band-flux_3 numeric
@attribute red-band-flux_4 numeric
@attribute red-band-flux_5 numeric
@attribute red-band-flux_6 numeric
@attribute red-band-flux_7 numeric
@attribute red-band-flux_8 numeric
@attribute red-band-flux_9 numeric
@attribute red-band-flux_10 numeric
@attribute red-band-flux_11 numeric
@attribute red-band-flux_12 numeric
@attribute red-band-flux_13 numeric
@attribute red-band-flux_14 numeric
@attribute red-band-flux_15 numeric
@attribute red-band-flux_16 numeric
@attribute red-band-flux_17 numeric
@attribute red-band-flux_18 numeric
@attribute red-band-flux_19 numeric
@attribute red-band-flux_20 numeric
@attribute red-band-flux_21 numeric
@attribute red-band-flux_22 numeric
@attribute red-band-flux_23 numeric
@attribute red-band-flux_24 numeric
@attribute red-band-flux_25 numeric
@attribute red-band-flux_26 numeric
@attribute red-band-flux_27 numeric
@attribute red-band-flux_28 numeric
@attribute red-band-flux_29 numeric
@attribute red-band-flux_30 numeric
@attribute red-band-flux_31 numeric
@attribute red-band-flux_32 numeric
@attribute red-band-flux_33 numeric
@attribute red-band-flux_34 numeric
@attribute red-band-flux_35 numeric
@attribute red-band-flux_36 numeric
@attribute red-band-flux_37 numeric
@attribute red-band-flux_38 numeric
@attribute red-band-flux_39 numeric
@attribute red-band-flux_40 numeric
@attribute red-band-flux_41 numeric
@attribute red-band-flux_42 numeric
@attribute red-band-flux_43 numeric
@attribute red-band-flux_44 numeric
@attribute red-band-flux_45 numeric
@attribute red-band-flux_46 numeric
@attribute red-band-flux_47 numeric
@attribute red-band-flux_48 numeric
@attribute red-band-flux_49 numeric

@data
20215+6243,25,4,20.359,62.722,0,2363,2420,1206,1262,9618.808,8821.616,9404.93,9163.272,9240.11,9001.498,8715.5205,8610.283,9041.264,9814.427,10134.377,10919.443,11269.068,10888.498,10623.482,9771.941,9560.29,9096.859,8633.445,8836.582,8808.671,8610.44,8804.74,8341.41,7755.1587,7589.5757,7859.4727,7499.883,7137.343,6736.304,6508.577,5898.717,5657.6816,5616.616,4944.5786,4605.8184,5142.4424,4754.8223,4217.612,4601.7046,3919.3577,3896.1433,4101.039,4190.4116,8827.117,8334.218,7942.1284,7265.736,6165.8003,5277.7417,4755.596,4491.2344,4049.1829,3476.839,3230.4006,2864.03,2548.0603,2714.9932,2508.7053,2521.6665,2493.1863,2439.5576,2141.5637,2624.1787,2358.8252,2219.3972,1884.478,2190.9324,1733.1213,2014.4393,2126.9233,1851.359,1645.4294,1460.2544,1295.8335,1399.5227,1718,1401.0676,993.79877,1168.6476,1254.6405,1231.0405,807.53656,1297.9323,984.061,1175.2842,831.8143,1086.7523,661.8412,433.93823,1390.9882,1094.9724,250.93117
20248+7505,23,4,20.415,75.09,0,617,680,416,460,11019.021,10456.22,9973.471,9317.804,8930.431,8696.046,8113.428,8320.314,8586.056,8578.862,8628.168,9224.597,9735.16,10009.257,10083.356,9924.517,9725.692,9355.107,9238.676,8936.363,8676.423,8377.671,8111.877,7842.565,7548.56,7167.5015,6858.2256,6656.0293,6295.007,5813.987,5684.769,5387.3135,5223.996,5141.871,4945.628,4731.7466,4767.304,4733.454,4745.4966,4919.9146,4655.4824,4309.8755,4070.1658,3982.2405,8578.538,8000.382,7085.7856,6321.8403,5815.609,5034.105,4792.681,4426.5786,4147.5737,3703.882,3237.8647,3034.2476,2940.076,2752.9802,2795.3362,2585.93,2660.0947,2722.5132,2708.4739,2580.3252,2594.5571,2573.5078,2613.6553,2458.508,2379.8513,2275.3237,2302.5833,2218.0823,2194.7744,2166.772,2067.01,2096.6802,2049.885,1977.2151,1742.1896,1795.4305,1671.0199,1503.0857,1537.5284,1360.1985,1273.4714,1280.8773,1274.1721,1118.0511,1097.242,1137.6208,975.6381,928.9651,911.7122
20248-2825,15,4,20.414,-28.428,0,93,121,42,77,18470.771,16971.268,16096.9,15067.684,14070.216,13216.452,12368.31,11813.148,11216.954,10514.418,10153.375,9917.37,9595.544,9083.404,8875.434,8424.897,8291.594,7902.6606,7480.151,7432.7173,7213.6235,7108.3643,6965.7964,6629.1743,6324.2837,6228.392,5988.829,5924.677,5563.84,5520.2295,5290.027,5113.9453,4825.912,4532.287,4613.7324,4611.215,4631.0957,4531.559,4519.729,4470.5864,4363.6025,4213.707,4110.466,3962.4463,7430.7524,6672.9556,6045.85,5622.201,5221.0034,4926.22,4631.4873,4331.201,3937.6575,3684.1028,3423.1204,3063.2754,2886.3286,2698.217,2534.3914,2435.9028,2240.4075,2084.123,1981.9752,1907.8392,1856.1158,1770.8248,1691.1508,1680.5369,1623.2908,1515.6799,1510.7144,1403.1353,1364.6132,1380.219,1324.931,1288.3162,1251.7152,1222.5902,1144.9618,1065.479,1045.7195,973.7234,911.0684,859.61945,845.5003,786.6075,722.1262,719.2321,665.96533,651.8933,581.8501,597.6509,564.944
20253+3814,31,0,20.423,38.247,0,1281,1233,780,770,14116.2295,14749.73,14521.679,13454.035,13585.705,13019.684,12083.688,11392.598,10620.394,10088.03,9486.384,8073.88,7646.1733,7723.5225,6501.832,6906.8496,7261.17,7044.512,6473.098,7112.8438,7041.4067,6846.64,6814.0244,6470.576,7380.521,7080.9634,6691.8647,6861.886,6038.631,6465.392,6116.785,5899.9272,6269.221,5113.1294,5727.342,5473.279,4854.3335,4299.5684,4736.373,5014.3804,4462.968,4680.146,4870.2886,4134.7256,6965.078,7066.9673,6579.297,6436.213,6456.9688,5572.2837,4940.9707,4613.707,4058.3865,3915.2275,3739.9644,3512.3257,3191.771,3212.4333,3005.042,3133.8005,2375.7065,2288.2307,2594.3394,2302.455,2027.4576,2112.2607,2053.4746,1837.5854,1652.0978,1628.7717,1666.2538,1695.2856,1416.8737,1216.1627,1400.5924,1375.5543,1213.6849,1153.1664,1133.186,1072.6611,1142.204,1259.0422,1147.8318,1141.351,913.5784,1211.1536,659.04395,927.8974,1021.06854,967.2745,937.1274,945.83044,903.85443
20255+4054,21,4,20.427,40.914,0,1139,1037,900,883,13828.262,15002.349,15530.055,13608.792,13084.801,12693.475,11877.628,11245.111,10893.746,10495.156,10355.02,10894.294,10015.192,10374.45,9467.303,8981.065,8931.457,8729.846,7984.9717,7919.523,8248.793,7517.782,7726.4595,7584.0205,7066.007,6968.92,6642.9854,6222.699,5727.281,5724.404,5709.2734,5152.6426,5146.198,4884.712,4595.258,4704.028,4645.094,4825.4365,4815.371,4176.4717,4253.7,4329.165,4001.1245,4181.3545,7962.8315,7336.7075,6446.8,6508.814,5507.061,5003.0938,4479.8896,4361.9,4261.3574,3951.193,3066.3484,2915.1018,2821.4817,2586.365,2405.3833,1943.1705,1910.6343,1979.3953,1805.355,1730.8662,1492.1785,1649.9822,1538.7856,1654.6516,1269.2068,1299.4686,1254.6154,1307.5701,1068.8187,1020.4514,1225.3491,892.25726,1310.2401,1191.9807,733.10925,892.5641,997.866,659.50116,686.19147,810.69244,683.664,918.19775,826.0945,828.30865,734.4502,334.91522,782.5257,599.5738,591.2882
20267+2105,24,0,20.445,21.093,0,910,925,695,807,8298.403,8819.565,9139.971,9156.928,8765.439,9442.403,9552.845,9898.675,10176.436,10479.585,9836.604,9664.388,9467.947,9423.816,9118.926,8883.269,8852.998,8371.584,7990.5576,8097.6035,8061.5786,7370.1826,7386.0864,7023.5386,7019.8335,6931.9023,6876.2813,6248.364,6122.364,6010.2134,5578.4546,5060.1606,5146.475,5147.4097,4662.583,4711.982,4311.3896,3888.877,4250.969,3874.6133,3775.1777,3589.207,3511.698,3602.6494,7816.095,7570.848,6889.594,6164.6226,5277.0776,4957.3237,4198.0566,3854.2598,3661.6958,3481.903,3281.413,3176.7593,2983.3237,2951.4846,3137.7751,2720.6672,2949.7532,3252.7327,3106.9187,3113.4536,3080.7993,3197.0286,3045.608,2918.4536,2956.332,2867.3225,2821.0361,2739.0127,2870.4775,2839.281,2475.8093,2346.5908,2357.0127,2314.3828,2110.241,2140.3494,2055.098,1957.1764,1937.7372,1965.625,1838.9197,1743.3876,1883.2554,1900.8362,1739.5914,1588.7489,1833.6864,1978.2574,1352.0869
20275+4001,38,3,20.46,40.019,0,219,152,76,198,15154.167,15150.189,14191.825,12232.675,10087.867,8397.748,6808.1216,5520.0645,4448.509,3534.6821,2840.4558,2452.448,2234.5486,2098.595,2072.4307,2117.3901,2225.7385,2400.5725,2462.4727,2597.0457,2757.8916,2893.9707,3082.6172,3306.8206,3496.9768,3891.284,4237.625,4636.5376,4899.324,5211.5903,5540.854,5778.848,5979.707,6254.7944,6415.4126,6633.2456,6728.876,6710.0356,6694.28,6755.845,6645.7153,6594.3506,6522.8667,6462.2007,2601.3157,2912.4116,3621.2205,4579.238,5568.36,6457.1006,6902.0737,7170.8525,7135.048,6890.5493,6715.7593,6575.096,6303.053,6014.086,5568.9805,5300.2813,4977.518,4735.2563,4400.2573,4232.369,4052.166,3957.0913,3869.8054,3815.0537,3664.456,3541.7483,3531.997,3474.3438,3500.2576,3464.3438,3494.979,3544.213,3602.767,3673.73,3716.8877,3640.981,3894.5598,3877.4944,3783.1248,3950.1807,4004.355,3852.844,3876.1404,3965.9731,4018.7107,3953.9233,4029.9124,3887.8381,3540.0725
20297+3221,23,2,20.496,32.351,0,2057,1875,1247,1252,13409.163,13845.431,13713.408,12869.344,11834.6,11698.639,10571.816,10111.705,9956.312,9667.439,10331.088,11024.082,11098.643,10263.785,10320.848,10424.597,10566.37,9814.337,8890.761,8287.542,7836.68,8847.604,8762.079,7311.65,6784.341,6419.794,6240.523,6511.5317,5964.971,5569.0503,5249.292,4687.006,3960.1328,3896.591,4040.8594,4200.673,4169.927,4019.6301,3699.561,4306.098,3192.6816,4008.7322,3993.3687,3110.2195,8220.09,7430.0024,6742.1157,5752.8613,5222.6064,4072.2866,3898.8472,3831.0686,3501.7563,3210.5544,3044.0647,2576.2034,1943.8022,2210.3367,2350.4353,2490.5378,2266.914,2200.91,1913.2067,1835.084,1784.6769,1933.4574,1974.8539,2004.1284,2047.2615,2159.679,2332.7197,2233.8315,2443.2498,1845.5365,1703.3533,1930.0972,1954.1936,1424.0374,1271.4684,1475.7023,1366.4379,1227.7299,1506.4463,1211.857,1326.0319,1395.1747,859.8352,695.15454,762.5692,1157.3416,1131.2281,724.0658,921.3883
20310+4029,14,4,20.517,40.494,0,402,483,183,183,12426.871,12466.538,12907.365,12968.836,12881.302,12778.915,12301.223,11936.045,11371.716,10783.033,10094.113,9402.518,8865.431,8228.104,7724.955,7453.55,7489.77,7275.33,6985.0317,6975.254,6812.378,6755.2173,6618.13,6384.851,6193.6016,6037.5996,6033.384,5903.165,5747.2153,5535.7256,5398.78,5245.588,5153.389,5091.016,4993.424,4810.4775,4637.029,4882.307,4818.6436,4543.603,4123.5835,4003.0427,3966.5264,3816.1963,6855.244,6447.3716,6019.173,5794.233,5302.346,5135.674,4895.8286,4624.817,4168.162,3875.469,3630.2034,3542.1245,3309.0542,3183.034,3001.456,3084.1145,2924.2175,2666.7563,2655.916,2552.9314,2493.3088,2360.513,2329.3467,2271.079,2199.261,2117.9573,2145.0586,2105.7617,2050.2043,1979.7413,1967.5459,1813.0691,1772.4172,1748.0262,1620.6508,1596.2596,1668.0778,1550.1876,1495.9852,1528.5067,1472.9493,1406.5514,1378.0951,1379.4502,1318.4725,1265.6252,1260.2051,1207.3578,1009.51904
20318+3829,32,4,20.531,38.5,0,1433,1587,857,930,14591.441,13642.788,12480.348,11662.061,10248.303,9450.809,7980.804,7609.688,6968.2554,6208.8247,6074.1753,5833.497,6005.368,5694.675,5714.3706,6009.683,6147.6055,6306.125,6637.5645,6464.173,6687.901,6432.46,7183.432,6712.4404,7080.133,7179.161,6944.4927,6937.496,6851.8076,6915.06,6911.6025,6533.363,6517.996,6367.456,6122.815,5903.88,5455.635,5727.962,5735.034,4882.9673,4999.6343,4734.664,4741.8477,4047.3452,7287.105,6559.181,6938.732,7065.1035,6241.708,6787.613,6289.598,5370.643,5100.4243,4645.4404,4322.3115,3405.3586,3595.8052,3120.5386,2650.4595,2560.386,2917.0603,3208.7454,2530.0557,2789.3086,2892.8545,2714.0427,2523.2864,2683.4224,2776.8435,2854.8938,2669.4036,2624.2866,2789.7131,2696.7314,2694.4846,2539.9404,2883.468,2285.696,2107.2637,2182.1553,2176.629,1910.9761,1503.2905,1780.2228,2057.1743,1776.197,1904.2858,1481.291,931.6627,1143.6674,1407.0333,1165.5239,1120.8519
20340+5338,42,3,20.568,53.648,0,553,655,418,463,17789.164,17446.996,17218.256,16647.781,16188.828,15053.848,14812.255,13456.466,13005.39,11991.579,11081.704,10468.401,9607.749,9568.697,9138.756,8603.099,8152.481,7892.6533,8097.4663,7960.486,7980.298,7728.188,7651.756,7458.2637,7087.28,6840.9736,6556.928,6323.9067,5936.046,5882.499,5551.3545,5258.0083,4817.377,4644.953,4427.225,4133.978,3836.9758,3653.3135,3530.1057,3548.5679,3427.2922,3194.6082,3069.5945,3093.7998,8041.637,7308.0527,7133.5874,6192.4326,5181.476,4535.091,4070.075,3486.1365,3091.1128,2709.3608,2550.5122,2452.1436,2387.8108,2340.516,2008.0781,1979.7415,1796.5715,1728.639,1573.8604,1483.3232,1462.6913,1409.9792,1206.2036,1266.8568,1333.1987,1169.1527,922.02875,1050.7579,865.9986,856.89825,942.24603,844.4163,797.59686,652.5859,653.0132,715.7798,708.68304,627.9453,690.7559,747.9138,635.11035,407.1151,749.4911,483.74844,431.43,456.5561,256.94916,287.7631,501.78214
20350+3741,29,4,20.584,37.699,0,399,481,352,406,7306.697,7553.9688,7737.081,7757.5527,8100.637,8215.419,8557.18,10020.799,10826.504,11546.618,12500.837,12938.433,13644.384,13352.728,12758.531,12282.822,11787.164,11551.286,10952.918,10247.534,10164.448,9755.977,8975.017,8839.189,7984.056,7868.2515,7232.95,6910.236,6543.2915,5862.3735,5451.2197,5458.264,4687.4785,4651.7363,4263.4795,3995.127,4087.8787,3742.4824,3477.0237,3425.6653,3360.0461,3240.2036,2983.3577,3081.9067,9729.452,8894.929,7558.0996,6485.387,5435.5786,4649.874,3971.27,3288.4382,3120.889,2869.1792,2770.2275,2504.3293,2455.409,2329.454,2123.6067,2080.4973,2200.1226,2135.6633,2036.977,1998.2612,2132.2656,1926.6108,1917.9377,1922.1317,1954.891,1844.9463,1814.9456,1750.7101,1573.7408,1710.781,1488.1733,1569.583,1452.6227,1411.3207,1385.7323,1297.3594,1361.7148,1231.9788,1146.5002,1119.5505,1162.5474,1097.0858,985.9639,927.6611,1032.0742,885.30383,919.80286,912.92194,744.77234
20356+1805,17,4,20.594,18.092,0,231,255,170,166,23853.123,22356.424,20429.695,18615.402,16828.016,16027.849,14746.327,13716.518,12911.532,12238.52,11484.892,10709.288,10156.066,9690.828,8929.9375,8525.818,8300.094,7778.712,7553.0127,7153.836,6925.7183,6758.7007,6457.3003,6043.506,5900.957,5856.1587,5439.9507,5248.5596,5203.7896,4987.9795,4715.977,4649.2397,4465.2207,4413.1606,4258.4785,3964.5222,3971.1284,3958.193,3664.257,3692.8752,3648.193,3464.235,3277.8398,3272.272,7354.799,6490.0938,5608.2744,5283.5723,4756.048,4204.0796,3911.12,3586.3875,3220.1084,3019.984,2751.435,2443.7847,2319.3948,2158.3474,1972.8602,1946.1992,1643.4144,1548.3268,1467.897,1382.577,1456.084,1241.25,1234.1144,1112.1294,1092.7704,990.32874,961.1908,932.0505,822.27094,817.5617,822.6245,861.89496,808.3087,740.0594,701.13074,662.20044,699.01807,594.10864,467.2056,609.0909,582.3701,492.1157,448.2872,526.63446,463.25485,358.33365,444.00757,409.9466,336.78775
20365+1154,24,0,20.61,11.916,0,1722,1872,1002,1055,8993.0625,9035.955,8647.661,9240.645,9275.4375,9166.555,9019.407,8777.69,8945.766,9837.51,9742.142,9086.157,9781.596,9613.3125,9197.087,9189.432,9338.764,8776.512,8159.1895,8536.268,8951.716,7930.773,7425.015,7351.7725,7171.941,6793.2656,6935.7603,5960.5313,6248.0405,6348.687,5749.715,5372.4014,5280.2407,5652.9375,4940.2456,4963.164,4673.419,4175.24,4604.348,4678.864,3966.2979,4187.009,4204.0737,3969.5723,8096.4604,7658.368,6591.383,6664.977,5813.756,5299.2314,4236.0605,4432.0547,4156.069,3772.2998,3389.7642,3145.0344,3318.4446,3434.3801,2732.0945,2991.8464,2967.6914,3119.67,2993.7297,2944.4844,2859.3186,3419.9058,2696.233,2573.9846,2697.3474,2431.37,2275.626,2688.9575,2125.9167,2222.9993,2086.4812,1935.5999,1817.0785,1781.2323,2059.2795,1825.783,1776.7932,1522.9525,1865.7372,1653.8478,1409.6217,1922.5548,1523.803,1261.6348,1579.3176,1493.2762,1425.2133,1349.9703,1065.0815
20396+4757,44,4,20.661,47.962,0,137,152,38,55,17226.76,16523.715,16243.574,15900.539,14919.685,14410.664,13548.663,13002.967,11894.592,11322.701,10754.315,10088.08,9425.345,8993.286,8961.407,8592.271,8630.306,8741.739,8730.855,8800.361,9013.166,8918.42,8755.526,8419.636,8078.509,7532.932,7149.874,6868.1743,6385.5186,5998.9775,5546.0366,5161.2505,4750.2563,4407.417,3917.792,3681.556,3434.8372,3221.324,3007.8135,2988.2766,2832.4387,2819.8972,2761.9236,2614.831,9136.197,8341.899,7451.5225,6508.751,5298.6416,4313.9814,3575.7388,3129.3455,2829.7598,2607.081,2529.4595,2397.6821,2225.727,2155.1396,2049.6155,1954.589,1786.1796,1692.923,1702.7781,1600.8046,1509.3254,1431.8352,1357.8485,1317.0725,1246.5973,1205.8368,1173.8212,1129.5802,1085.3464,1049.8563,991.65533,971.9051,915.4638,893.97784,841.0426,828.3048,822.5622,783.62256,755.17285,759.9298,748.9641,683.831,660.6418,656.6792,631.7509,619.05914,602.8763,546.5051,512.8549
20403+3700,26,0,20.673,37.014,0,1190,1246,638,707,8601.904,8863.517,8847.184,9094.107,9459.246,10046.007,10137.253,10443.4,11202.1455,11529.835,11576.876,11794.493,11111.0205,10817.023,10501.561,10026.305,9732.365,9897.728,9803.919,9069.547,8703.155,8551.647,8500.875,8156.0127,7706.415,7558.9897,7214.166,6675.9717,6507.095,6068.3003,5700.691,5435.1567,4965.505,4657.016,4469.4,4233.4487,4147.9146,3878.407,3759.3164,3504.5981,3323.7493,3512.2156,3469.7046,3008.2043,8422.407,8179.084,7242.9063,6655.9824,5718.6367,4612.1567,4061.7222,3644.3042,3451.2148,3227.2942,3069.23,2721.8599,2739.8142,2589.9446,2590.5242,2483.7078,2352.7537,2536.0823,2567.6914,2544.2717,2358.3855,2423.6577,2415.0947,2364.9272,2235.5515,2116.943,2084.3054,1977.8286,1895.5466,2096.6445,1783.4167,1779.0837,1786.8567,1523.3733,1629.215,1500.0594,1497.1563,1372.0619,1303.3864,1362.3043,1206.3666,1144.4486,1293.3854,1094.5149,1089.0403,1182.9558,973.3794,934.36804,900.73975
