@relation spectrometer-weka.filters.unsupervised.instance.RemovePercentage-P20.0-weka.filters.unsupervised.instance.RemovePercentage-P80.0

@attribute LRS-name {12043-6225,12063-6259,12073-6233,12148-6741,12216-6218,12226+0102,12230-5943,12233-5920,12247-5842,12274-7647,12277+0441,12283-5650,12298-5754,12319-6728,12377-6102,12379-4959,12380+5607,12384-4536,12394-4338,12421-6217,12427+4542,12447+0425,12454-6659,12462-6418,12506-6004,12530+0340,12540-6845,12559-6041,12563-6100,13001+0527,13022-7650,13064-6103,13136-4426,13141-6119,13170-5404,13172+4547,13203-5536,13208-6027,13283-5839,13328-6244,13343-5807,13350-7221,13368-4941,13371-6249,13379-5426,13442-6109,13462-2807,13465-3412,13477-6532,13482-6716,13509-6348,13517-6515,13527-6117,13557-6442,13572-6347,13581-5930,14003-7633,14020-3515,14030-4629,14068-6158,14086-2839,14086-6907,14119-6453,14122-6133,14129-5940,14133+1925,14159-6038,14182-6144,14216-6152,14247+0454,14251-6256,14277+3904,14280-2952,14286-5905,14301-5734,14337-6215,14359-6037,14371+3245,14390+3147,14437+1520,14453-4920,14455-3625,14465-6000,14484-6152,14508+7421,14531-5337,14550-1214,14562-5406,14567+6607,14567-5846,14582-5926,14591-4438,15011-2505,15023-6916,15082-4808,15084-5702,15099-5509,15107-5726,15148-4940,15186-3604,15186-5730,15193+1429,15193+3132,15214-2244,15219-7545,15223-0203,15225-5605,15226-3603,15255+1944,15269-4400,15287-5811,15290-5546,15311-5538,15314+7847,15323-4920,15332-6430,15341+1515,15356-6722,15361+2441,15373-5308,15402-5449,15408-5413,15410-0133,15468-5018,15483+1517,15483-5514,15492+4837,15509-5207,15530-5201,15566+3609,15568-4513,15569-6135,15576-5400,16011+4722,16011-5424,16029-3041,16030-5156,16031-4856,16064-4200,16066-4427,16077-5830,16079-4812,16081+2511,16105-4205,16117-0334,16127-7834,16133-5151,16156-5613,16171-4759,16175-6120,16192-4900,16208-2215,16218-4701,16219-5048,16222-4738,16229-4947,16235+1900,16260+3454,16263-5533,16269+4159,16270-5213,16279-4709,16280-4154,16296-4417,16306+7223,16316-5026,16327-4848,16328-4656,16334-3107,16337-4525,16340-4634,16387-2700,16396-4429,16407-5639,16418+5459,16433-6856,16438-1133,16446-4243,16451-4312,16460-4022,16473+5753,16478-4322,16490-4618,16494-1252,16498-4143,16534-3030,16541-4901,16545-4214,16546-4057,16559-2557,16571-7548,16581-4058,16586-4142,16589-3315,16598-4117,17001-3651,17010-4323,17025-4719,17047-5650,17048-1601,17049-2440,17050-4123,17066-4028,17079-3243,17080-3215,17081+6422,17102-1031,17103-0559,17103-3551,17103-3702,17104-3146,17105-3746,17109-3942,17115-3322,17119+0859,17122-2707,17123+1107,17125-4814,17139+0446,17139-3746,17162-1934,17174-4641,17187-3750,17190+2658,17199-3512,17201-4613,17213-2219,17217-3916,17237-3102,17239-2812,17265-0725,17297+1747,17309-1724,17315-3414,17317-3331,17318-2342,17319-6234,17328-3327,17334+1537,17341-3453,17343+1052,17361+5746,17375-3652,17381-3442,17382-1704,17387-4343,17389-2045,17389-5742,17398-4344,17433-2523,17434-3414,17443-2519,17446-7809,17462-8647,17479-2927,17484-0800,17488-2800,17504-0234,17505-3143,17508-3419,17513-2313,17534-3030,17540-1919,17541+1110,17554+5129,17556+5813,17570-3713,17579+2335,17581-1744,18018-2802,18027-2314,18039-0813,18040-0941,18041-3317,18057-2616,18076+3445,18076-1034,18083-2630,18092-0437,18095+2704,18135-1456,18135-1740,18136-1859,18142-3646,18156-0653,18157+1757,18162-0246,18176-1848,18177-2951,18186+3143,18213+0335,18222+3933,18230+0544,18239-0655,18240+2326,18257-1000,18267-0606,18273-0738,18276+8236,18276-4717,18280-5639,18281+2149,18301-0656,18303-0519,18306+3657,18314-1131,18316-0602,18320-0352,18325-1138,18333+0533,18349+1023,18359+0847,18367-0452,18373-0021,18378-3731,18397+1738,18398-0220,18401+2854,18413+1354,18414-0527,18421+1147,18429-1721,18450-0922,18451-0824,18464-0656,18467-4802,18475+0926,18476+0555,18527+3650,18530+0817,18531+0016,18535+0726,18537-1035,18550+0130,18551+0323,18551+1345,18556+0811,18560+0638,19007-2247,19007-3826,19008+0726,19017-0545,19029+0808,19032-4602,19042-4858,19043+1009,19059-2219,19075+0921,19093-3256,19099+6711,19135+0931,19143-5032,19157-1706,19161+2343,19178-2620,19188-1603,19192+0922,19194+1734,19229+1708,19232+5008,19240+3615,19247-1722,19282+2253,19283+1944,19287+4602,19296+4331,19314-1629,19321+2757,19324+3033,19327+3024,19352+2030,19354+5005,19361-1658,19396+1637,19412+0337,19422+3506,19451+1824,19472+2127,19474-0744,19480+2447,19495+0835,19500-1709,19503+2219,19510-5919,19528-2919,19536+3237,19537+2212,19548+3035,19550-0201,19575-5930,19585+5200,19586+3637,19594+4047,19595-2751,20010+3011,20015+3019,20024+3330,20028+3910,20038-2722,20042-4241,20052+0554,20072+3116,20075-6005,20094-1121,20111-4708,20113+4917,20124+6605,20135-7152,20161-1600,20165+3413,20171+3519,20193+3527,20194+3646,20200+3624,20215+6243,20248+7505,20248-2825,20253+3814,20255+4054,20267+2105,20275+4001,20297+3221,20310+4029,20318+3829,20340+5338,20350+3741,20356+1805,20365+1154,20396+4757,20403+3700,20417-0500,20431+1754,20435+3825,20440-0105,20479+0554,20484-7202,20491+4236,20502+4709,20529+3013,20532+5554,20541-6549,20549+5245,20570+2714,21003+4801,21032-0024,21035+5136,21044-1637,21069-3843,21086+5238,21088+6817,21190+5140,21206-4054,21243-6943,21245+6221,21270+7135,21286+1055,21305+2118,21312+5405,21318+5631,21320+3850,21341+4508,21368-3812,21373+4540,21377+5042,21377-0200,21383+4513,21389+5405,21399+3516,21401+7354,21417+0938,21449+4950,21453-4708,21456+6422,21489+5301,21543-1421,21552+6323,21554+6204,21558+5907,21563+5630,22017+2806,22035+3506,22091+5757,22097+5647,22142-8454,22150-6030,22165+4331,22177+5936,22190-0751,22196-4612,22212+5542,22230-4841,22231-4529,22241+6005,22264+5858,22267-4400,22272+5435,22280+1250,22282+5644,22303+5950,22306+5510,22317+5838,22345+5809,22456+5453,22476+4047,22512+6100,22516+0838,22518+6600,22525-2952,22526+8446,22540-5740,22585+6402,23000+5932,23013+2748,23095+5925,23134-7031,23138+6204,23151+5912,23166+1655,23202+5901,23213-4521,23284+5958,23309+2213,23320+4316,23365+5159,23416+6130,23439+5412,23491+6243,23496+6131,23528+4821,23541+7031,23564-5651}
@attribute LRS-class {2,3,4,5,12,13,14,15,16,17,18,21,22,23,24,25,26,27,28,29,31,32,33,34,35,36,37,38,39,41,42,43,44,45,50,69,71,72,73,79,80,81,82,85,91,92,95,96}
@attribute ID-type {0,2,3,4}
@attribute Right-Ascension numeric
@attribute Declination numeric
@attribute Scale_Factor numeric
@attribute Blue_base_1 numeric
@attribute Blue_base_2 numeric
@attribute Red_base_1 numeric
@attribute Red_base_2 numeric
@attribute blue-band-flux_1 numeric
@attribute blue-band-flux_2 numeric
@attribute blue-band-flux_3 numeric
@attribute blue-band-flux_4 numeric
@attribute blue-band-flux_5 numeric
@attribute blue-band-flux_6 numeric
@attribute blue-band-flux_7 numeric
@attribute blue-band-flux_8 numeric
@attribute blue-band-flux_9 numeric
@attribute blue-band-flux_10 numeric
@attribute blue-band-flux_11 numeric
@attribute blue-band-flux_12 numeric
@attribute blue-band-flux_13 numeric
@attribute blue-band-flux_14 numeric
@attribute blue-band-flux_15 numeric
@attribute blue-band-flux_16 numeric
@attribute blue-band-flux_17 numeric
@attribute blue-band-flux_18 numeric
@attribute blue-band-flux_19 numeric
@attribute blue-band-flux_20 numeric
@attribute blue-band-flux_21 numeric
@attribute blue-band-flux_22 numeric
@attribute blue-band-flux_23 numeric
@attribute blue-band-flux_24 numeric
@attribute blue-band-flux_25 numeric
@attribute blue-band-flux_26 numeric
@attribute blue-band-flux_27 numeric
@attribute blue-band-flux_28 numeric
@attribute blue-band-flux_29 numeric
@attribute blue-band-flux_30 numeric
@attribute blue-band-flux_31 numeric
@attribute blue-band-flux_32 numeric
@attribute blue-band-flux_33 numeric
@attribute blue-band-flux_34 numeric
@attribute blue-band-flux_35 numeric
@attribute blue-band-flux_36 numeric
@attribute blue-band-flux_37 numeric
@attribute blue-band-flux_38 numeric
@attribute blue-band-flux_39 numeric
@attribute blue-band-flux_40 numeric
@attribute blue-band-flux_41 numeric
@attribute blue-band-flux_42 numeric
@attribute blue-band-flux_43 numeric
@attribute blue-band-flux_44 numeric
@attribute red-band-flux_1 numeric
@attribute red-band-flux_2 numeric
@attribute red-band-flux_3 numeric
@attribute red-band-flux_4 numeric
@attribute red-band-flux_5 numeric
@attribute red-band-flux_6 numeric
@attribute red-band-flux_7 numeric
@attribute red-band-flux_8 numeric
@attribute red-band-flux_9 numeric
@attribute red-band-flux_10 numeric
@attribute red-band-flux_11 numeric
@attribute red-band-flux_12 numeric
@attribute red-band-flux_13 numeric
@attribute red-band-flux_14 numeric
@attribute red-band-flux_15 numeric
@attribute red-band-flux_16 numeric
@attribute red-band-flux_17 numeric
@attribute red-band-flux_18 numeric
@attribute red-band-flux_19 numeric
@attribute red-band-flux_20 numeric
@attribute red-band-flux_21 numeric
@attribute red-band-flux_22 numeric
@attribute red-band-flux_23 numeric
@attribute red-band-flux_24 numeric
@attribute red-band-flux_25 numeric
@attribute red-band-flux_26 numeric
@attribute red-band-flux_27 numeric
@attribute red-band-flux_28 numeric
@attribute red-band-flux_29 numeric
@attribute red-band-flux_30 numeric
@attribute red-band-flux_31 numeric
@attribute red-band-flux_32 numeric
@attribute red-band-flux_33 numeric
@attribute red-band-flux_34 numeric
@attribute red-band-flux_35 numeric
@attribute red-band-flux_36 numeric
@attribute red-band-flux_37 numeric
@attribute red-band-flux_38 numeric
@attribute red-band-flux_39 numeric
@attribute red-band-flux_40 numeric
@attribute red-band-flux_41 numeric
@attribute red-band-flux_42 numeric
@attribute red-band-flux_43 numeric
@attribute red-band-flux_44 numeric
@attribute red-band-flux_45 numeric
@attribute red-band-flux_46 numeric
@attribute red-band-flux_47 numeric
@attribute red-band-flux_48 numeric
@attribute red-band-flux_49 numeric

@data
21305+2118,26,0,21.509,21.306,0,1606,1721,1033,1065,7046.2314,7598.452,7989.5776,7948.875,8298.597,8621.943,9087.64,9519.396,10088.461,10006.57,10502.7,10000.329,9650.365,9554.803,9435.354,9012.473,8692.885,8921.08,8480.673,7901.7866,8019.267,7680.9443,8051.5825,7693.166,7812.0146,7379.3564,6723.8433,6773.5073,6558.7593,5768.578,5422.9165,5815.1665,5270.59,4870.8413,4270.896,4387.4556,4428.479,3867.6226,4127.78,3619.8425,3189.9897,3067.3967,3473.6838,3517.3345,7737.635,7782.9478,7104.263,6808.416,5496.4297,4834.2246,4180.864,3897.7368,3798.479,3302.5967,3346.9353,3395.0723,2763.2598,2864.322,2770.2249,2854.9517,2930.8794,3426.1365,3228.847,3010.1643,3230.956,3188.5872,3249.4844,2969.1494,3106.8806,3327.729,3321.931,2642.4702,2530.9185,2779.5073,2877.0007,2614.3706,2371.896,2342.234,2278.581,2031.0918,2157.5928,2160.699,1997.5972,1955.3849,1934.5856,1781.5762,1823.7488,1881.0376,1976.1083,1867.1937,1508.9624,1834.4829,1574.4796
21312+5405,15,4,21.52,54.094,0,798,884,472,446,17995,16373.927,15213.686,14196.658,13765.929,12880.424,11896.958,10962.576,10428.218,9831.181,9381.242,8619.624,8906.967,8423.851,8668.155,8116.5073,7715.8667,7681.8916,7744.0234,7029.803,7417.4634,7289.5234,7181.222,6847.4834,6366.734,6262.441,6060.148,6026.493,5796.803,5776.922,5492.3867,5196.111,5060.625,5252.579,4813.245,4626.8486,4693.386,4863.8545,4757.899,4685.2935,4744.064,4434.2627,4104.873,3955.8728,7173.3506,6755.4023,6278.582,5964.439,5409.099,5094.8677,4904.1147,4583.928,4046.0845,3672.8987,3234.9856,3187.2004,3049.2039,2830.7998,2477.0938,2537.0483,2373.4775,2037.3563,2012.9496,1939.5107,2013.0995,2020.0125,1662.243,1776.9587,1658.3519,1484.8356,1517.1676,1582.8171,1566.1105,1514.1022,1585.5995,1317.9063,1420.752,1590.2476,1342.1305,1354.7612,1318.3684,1132.963,1180.8578,1201.2965,943.32526,955.9061,858.687,975.1636,713.24133,880.67896,881.4607,707.7443,741.8431
21318+5631,21,3,21.531,56.52,0,329,393,200,265,7704.3867,7991.416,8504.664,8796.394,8928.71,8942.401,8835.607,8620.38,8437.618,8100.072,7794.063,7698.499,7472.2466,7254.3555,7155.135,7073.5405,7024.4077,6918.7407,6877.0503,6699.105,6586.9883,6549.9688,6486.0786,6532.5107,6344.425,6259.2446,6174.0747,6254.8457,6201.211,6156.8555,6157.004,6019.039,5980.2705,5816.366,5747.9478,5530.293,5639.872,5444.4785,5313.053,5290.093,5212.447,5180.229,5052.537,5024.0386,6532.9805,6400.3643,6254.8364,6211.337,6058.507,5822.2974,5628.7744,5385.236,5085.19,4773.13,4580.685,4591.2827,4437.8325,4375.2554,4174.5825,4065.7075,3937.3887,3790.5527,3629.8335,3488.601,3377.0515,3191.3613,3127.1245,3005.4314,2918.9797,2829.7632,2734.072,2659.7163,2629.8704,2537.0022,2472.8833,2392.091,2326.1433,2358.468,2222.0918,2147.8342,2178.3374,2153.2314,2052.1226,2114.173,2014.01,1869.3605,1878.6001,1902.6803,1889.6891,1834.065,1814.6011,1738.5986,1623.67
21320+3850,44,4,21.535,38.847,0,268,312,160,205,15213.214,14919.046,15153.967,14473.264,13463.895,12744.126,12351.5205,11835.289,10811.948,10375.595,9834.394,9451.302,9119.884,8614.746,8795.198,8279.139,8170.057,8308.3,8177.336,8528.48,8781.029,8992.8955,8957.468,8746.746,8536.037,8159.424,7848.562,7572.147,7198.6963,6601.4287,6295.304,6103.4517,5374.7324,5160.9844,4688.981,4318.7266,4189.527,3798.9412,3646.2778,3348.0562,3367.5842,3232.1611,2996.5698,3117.859,8915.543,8647.22,8167.667,7340.701,6055.1846,5126.601,4141.72,3530.9812,3228.6377,3007.7292,2810.3389,2611.4204,2569.0598,2329.5127,2105.648,2043.0323,1939.7473,1841.1852,1647.168,1620.6549,1489.2936,1444.0416,1367.5059,1208.0323,1289.624,1211.58,1147.6401,1043.0212,950.941,1010.70386,962.4804,925.22784,886.4249,839.80896,818.2498,732.52875,767.34326,820.95264,739.96375,666.8119,679.7588,634.80286,649.3362,604.4008,622.0846,591.2558,572.958,515.5385,473.77988
21341+4508,16,2,21.569,45.149,0,184,182,61,86,20209.799,18908.625,17518.908,16405.094,14988.607,13658.597,12637.43,12419.255,11482.502,10994.601,10646.708,10292.635,9666.78,9452.715,9248.945,8890.751,8481.082,8244.365,7882.051,7612.388,7326.253,7124.534,7069.003,6539.9077,6364.953,6027.341,5844.15,5646.5454,5360.4043,5218.391,5103.1436,4905.536,4623.511,4526.792,4211.8228,4183.0483,4137.8022,4016.374,3932.0063,3915.5845,3765.3289,3670.6653,3499.8196,3390.7424,7273.1436,6618.8203,5939.846,5472.996,4954.7173,4541.489,4171.537,3900.4514,3495.5664,3284.2544,2970.0234,2754.65,2601.0703,2391.9229,2234.2715,2183.708,2083.749,1998.2223,1885.9471,1849.871,1774.6909,1691.2909,1677.9106,1625.4247,1564.7167,1462.8428,1463.9293,1370.3164,1338.4843,1308.7224,1299.5612,1201.8748,1190.6758,1187.7223,1143.599,1025.3623,1038.9084,961.86896,853.95374,906.6456,874.928,839.10034,716.8037,738.642,686.3648,648.5073,618.8925,634.5814,502.0314
21368-3812,21,0,21.614,-38.214,0,851,997,640,667,14833.328,14719.162,13452.29,12770.109,11718.419,11555.897,10377.411,10011.546,9692.992,9849.99,9665.122,10203.297,9572.417,9272.154,9538.607,9140.769,8612.726,8543.92,8014.3564,8126.4,7790.7065,7505.5347,7422.3228,7173.0625,6977.583,6396.23,6029.854,6150.384,5585.4263,5536.6807,6013.9136,5351.362,5037.3003,4576.7227,4436.949,4560.9937,4315.4385,4480.246,4518.071,4643.8525,4235.573,3627.036,3956.4287,3774.5562,7882.624,7293.41,6580.493,6281.2095,5115.7056,4671.5786,4432.652,4384.268,3946.746,3615.091,3268.806,3111.428,2853.116,2782.0803,2610.1084,2548.8801,2539.7744,2387.3943,2420.6567,2429.5095,2236.4658,2237.2046,2351.9377,1929.3414,1915.4623,1952.0723,2032.6576,1864.1218,1957.7545,1693.1686,1791.705,1787.6667,1529.6217,1646.0958,1633.9418,1462.2212,1352.3842,1237.6699,1119.7063,1232.9696,1053.1438,1156.6508,1014.2893,1138.977,972.2035,958.4971,1060.4064,1035.3131,723.6429
21373+4540,43,0,21.622,45.681,0,477,483,302,371,14737.1875,14860.874,15121.162,14682.59,14080.425,13117.715,12521.913,12172.305,11292.199,10267.558,10149.856,9774.849,9140.946,8567.402,8521.187,7833.2886,7890.3193,7850.464,7885.2617,7815.2314,8058.105,7689.474,7584.507,7695.554,7493.7026,7220.377,7169.42,6926.277,6529.0664,6317.693,6166.676,5739.292,5688.3433,5402.3228,4909.821,4517.385,4642.745,4310.668,3837.2302,3760.8762,3657.5212,3687.5872,3738.3018,3433.2322,7688.512,7532.558,7157.534,6765.1465,5977.3643,5224.6157,4522.775,3949.6665,3602.1702,3153.0874,3061.4397,3093.74,2771.896,2499.3413,2517.4983,2456.2852,2083.801,1962.3148,1878.9866,1860.8175,1856.9778,1672.1024,1426.9023,1467.6328,1457.5662,1242.6334,1312.038,1201.9883,1174.5575,1169.3872,1148.3567,993.9289,1092.0684,945.62585,1024.7463,989.5267,981.3281,877.8485,968.1638,915.5464,867.7107,764.30054,735.55774,813.24896,795.65564,654.1878,820.86993,784.2601,626.9506
21377+5042,15,0,21.63,50.714,0,576,641,310,379,14229.924,14761.415,14693.374,14327.164,13355.135,13036.114,12081.441,11585.136,10566.19,10203.378,9507.841,9156.08,8609.719,8449.511,8083.7114,7529.5845,7785.4014,7421.2456,7429.1094,6989.6597,7137.2617,7190.708,7030.7075,6878.5723,6624.4326,6310.664,6208.8096,5956.2896,6030.261,5677.3164,5633.5986,5545.9463,5233.8535,5083.444,4896.945,4905.0903,4748.439,4571.395,4432.0327,4369.593,4222.4053,4095.6323,3855.8586,4093.2546,7098.744,6815.921,6333.8755,6063.8335,5619.664,5172.444,4679.7866,4279.8125,3980.3613,3803.4048,3618.6616,3361.7737,3192.836,2939.1904,2856.6787,2738.1116,2635.2817,2494.823,2492.5269,2385.1042,2208.6533,2193.905,2163.4922,2107.9966,1959.9231,1833.8523,1904.0087,1788.9778,1670.8331,1535.4467,1561.7522,1492.3339,1402.5336,1430.4739,1384.6627,1367.124,1246.0105,1170.4341,1035.2311,1165.3081,1163.5549,1136.7048,1053.3646,1094.0392,1122.1718,1012.19403,916.3568,919.41876,862.8489
21377-0200,14,4,21.629,-2.013,0,1161,955,560,613,15081.832,14582.149,13276.624,13020.791,12115.183,10810.827,10849.632,10257.35,9371.51,9045.255,8805.388,9164.13,9419.304,9442.013,9116.928,8793.454,8203.604,8426.102,7734.3286,7999.072,7992.3706,7492.04,7140.8945,6845.662,7004.915,6512.814,6376.833,6386.6577,5960.5396,5559.8076,5684.813,5553.6616,5603.946,5267.4736,5229.4736,4848.817,4978.6445,4872.672,4783.625,5284.7744,4797.068,4653.6323,4272.709,4164.821,7919.378,7366.995,6482.275,5975.873,5584.8857,5238.072,4838.7456,4532.768,4218.3667,3603.8123,3428.5952,2985.4438,2788.2688,2501.2432,2546.6904,2500.5867,2368.0164,2218.5193,2145.3777,2194.3855,2187.4507,2112.6997,2039.6713,2097.2673,1908.9541,1718.9681,1966.5956,1722.3787,1641.0076,1666.5096,1569.9124,1452.9802,1571.8235,1675.4188,1522.9213,1317.861,1333.3082,1126.5831,1103.0511,1238.9655,1064.509,871.4095,830.97125,844.8209,816.2809,891.21466,989.90546,924.0871,569.9442
21383+4513,44,2,21.638,45.228,0,1437,1337,496,493,15002.379,15282.171,15802.786,15639.141,15079.988,14340.515,12571.044,12804.325,11661.858,11600.74,11217.713,10404.269,9445.476,9161.596,8625.702,9097.614,8677.494,7972.2666,8379.678,8112.0835,9096.908,9013.154,8677.403,8451.968,8559.383,8155.4863,7348.7876,6987.1304,6642.0015,6177.2983,5979.244,5775.648,5331.099,4093.8552,4497.106,4223.5273,3758.6575,3834.4724,3316.2258,2409.898,2706.35,3694.3013,2646.3035,2584.0674,8297.602,8367.663,7939.3115,7128.4136,5388.743,4425.186,3702.553,3408.4363,3215.4688,2536.9644,2331.1162,2391.941,2410.463,2022.5315,2022.657,2009.906,1800.3647,1408.7465,1432.7722,1375.8738,1440.3572,1359.5466,1251.1472,1363.4434,1249.5236,1190.7766,1395.0255,1122.9353,953.83575,1066.1238,1178.4108,943.0987,954.2303,1239.3934,790.7375,579.33,607.01,761.5899,765.3592,710.2751,715.88184,548.60834,892.61566,637.0617,517.6035,685.0508,661.22656,368.88684,595.18463
21389+5405,24,4,21.649,54.095,0,445,500,280,336,12708.735,12039.732,11421.396,10699.1875,10132.884,9795.756,9356.077,9364.053,9457.318,9627.878,10135.513,10729.763,11254.762,11368.127,11418.896,11172.603,10976.95,10448.261,9982.203,9597.426,9124.736,8882.535,8317.953,7869.285,7583.162,7270.406,6689.8867,6612.957,6281.585,5851.6396,5742.7686,5338.1567,5030.806,4759.4346,4577.33,4424.544,4293.0815,4385.441,4134.0957,4173.182,3913.86,3834.3945,3653.6882,3499.6335,8874.584,8303.363,7297.9214,6361.8296,5511.065,4768.2725,4180.072,3775.7703,3490.0823,3123.1748,2766.9673,2626.6172,2462.324,2344.6934,2283.0479,2265.3967,2113.2205,2103.6194,2144.6687,2039.1998,2093.6204,2092.1108,1976.0525,1927.9584,1990.458,1822.5039,1763.8094,1718.4556,1630.4879,1605.151,1535.8667,1426.631,1356.0454,1370.7354,1329.4862,1153.6967,1055.1888,1117.8918,1116.6611,971.56287,863.7781,879.90063,850.7389,960.1383,788.45074,682.05194,732.8642,758.374,661.32916
21399+3516,42,4,21.665,35.282,0,503,548,319,337,20826.629,19188.549,18912.008,18543.291,17502.666,16475.264,15390.808,14211.967,13713.902,12737.16,11202.683,10757.421,10380.262,9704.484,9044.105,8489.156,8483.215,7967.84,7909.24,7534.449,7453.933,7340.4966,7343.4644,6968.7495,6653.342,6623.423,6154.3325,5959.751,5578.5283,5410.326,5275.0786,4983.9326,4552.2593,3947.1216,3884.3904,3681.1323,3785.3164,3722.6218,3341.5266,3111.9631,3084.4353,2793.4055,3339.0366,2824.0415,7608.889,7003.7544,6427.21,5953.9126,4925.0806,4254.218,3798.5864,3083.8628,2610.7166,2326.4448,2263.9846,1968.7761,2248.9216,2050.3718,1790.3531,1813.6266,1619.5177,1746.0302,1569.5175,1338.1199,1339.504,1000.5303,1188.5923,1165.856,1314.413,1043.5569,1018.6551,1006.9384,929.3531,662.926,809.3429,907.4573,706.93304,719.4217,760.4648,527.0233,723.9918,543.26654,641.4315,440.95563,690.6522,538.499,493.95236,405.4928,490.5175,529.433,368.52362,519.44196,323.40765
21401+7354,22,2,21.67,73.906,0,2582,2642,2064,2117,13490.692,13193.074,11927.631,11528.06,11161.35,10639.759,9986.974,10039.642,10130.629,9559.994,9610.956,9204.4375,9778.6,10637.145,10121.355,10001.134,9498.159,9020.729,9152.125,8618.238,8036.9814,7658.0723,7621.8633,7370.588,7205.0034,6973.8164,6682.4966,6626.331,6510.0293,6133.09,5435.36,5335.511,5627.5703,4665.5854,4795.446,4626.388,4654.2017,4394.0317,4369.0093,5450.416,5593.112,4124.498,4130.51,3815.7258,8860.798,8644.472,6563.566,5971.952,5491.6133,4923.863,4848.3286,4224.2124,3846.2295,3785.466,3201.6243,2803.7551,2229.1248,2232.3552,2585.5981,2142.3342,2107.4063,1839.2012,2126.9722,2258.0186,1800.3439,2095.499,1909.4736,1967.7257,1934.8655,1601.2745,1612.2092,1743.4695,1391.7208,1307.9393,1960.5737,1621.6455,2447.4822,1118.8328,1330.4349,1449.0935,1219.6217,1363.8325,1108.8752,892.21063,635.46014,976.59033,1051.6116,344.68216,1114.2029,966.8878,593.5629,340.55286,1275.995
21417+0938,18,4,21.696,9.646,0,286,319,224,205,24565.383,23629.523,22195.027,20537.814,19642.588,17894.326,16553.652,15461.086,13890.121,13283.644,12224.074,11318.946,11077.067,10354.249,9401.097,9255.477,8507.409,8118.817,7444.1973,7313.8433,7229.071,6868.3945,6287.5034,5929.389,5723.1743,5471.4063,5356.3477,5076.7627,4635.181,4388.5293,4308.9604,4085.1143,3919.501,3946.2842,3656.6536,3650.5496,3879.8733,3243.4744,3062.7332,3006.0398,2901.2585,3019.2473,2970.1733,2875.543,6716.348,6505.237,5471.3735,4688.0693,4337.5884,3688.365,3499.8174,2888.4944,2515.091,2521.3665,2370.6687,1989.5897,1816.061,1903.242,1739.7955,1586.4541,1402.7178,1168.3356,1159.2296,1139.9818,1077.6852,1040.6877,1066.9607,845.1444,714.4452,831.80896,746.6503,858.9279,771.21497,637.9266,514.75354,677.6171,607.5832,628.67017,601.6519,561.96814,426.08316,505.35764,627.6575,438.5896,472.27612,462.9218,402.93274,408.7526,374.06366,524.1592,246.44458,214.26796,445.3494
21449+4950,42,0,21.749,49.836,0,921,879,630,588,14200.001,14568.455,14106.672,14058.348,13533.988,13200.317,11741.522,11255.542,10602.853,10070.344,9608.332,9433.182,8628.148,8223.772,8250.505,7608.893,7755.794,7582.14,7674.5186,7837.402,8085.214,7810.532,7569.4946,7722.71,7236.4336,6940.8687,7114.884,6918.664,6656.7246,6412.4033,6105.568,5987.8413,5637.714,5454.2593,5113.7314,4822.879,4482.3345,4366.1606,4257.9937,3954.2883,3852.5166,3779.5867,3913.3992,3563.188,8209.615,7654.0083,7361.1714,6723.6875,5914.653,5373.215,4466.31,4001.7034,3843.171,3341.6187,3267.9507,3080.4553,2838.4353,2597.986,2551.435,2647.4966,2071.9995,2301.034,2195.0798,1683.619,1763.5342,1837.018,1870.4144,1565.6213,1549.2968,1508.9144,1316.2589,1461.7571,1631.28,1279.9099,1061.5499,1402.5197,1177.721,1287.8746,1032.5994,1181.1935,1047.6997,1042.4108,1210.2023,1172.8374,944.74054,950.62787,900.4109,939.93536,791.93427,917.9862,914.21045,700.47174,714.30884
21453-4708,15,2,21.755,-47.146,0,1627,1562,888,933,16091.208,15926.989,15359.896,14370.751,12806.109,12587.925,12189.386,12084.27,10170.322,11010.743,8849.274,9891.018,9910.368,9310.131,8245.676,8853.787,8153.711,7710.6353,7518.804,8013.63,7532.111,6970.0063,7345.835,7366.7915,6397.977,6100.483,6422.519,6533.5415,6425.8823,4735.7593,6885.683,7754.2896,4142.1626,4627.113,4323.7036,4296.4863,4819.754,4389.703,4285.719,4492.4546,4363.507,3789.544,3629.8813,3504.7327,7695.431,6946.5483,6157.4785,6047.5073,5690.1763,5121.9243,4551.8184,4726.003,3726.3547,3357.8188,3278.967,3236.6047,2538.2893,2714.6746,2001.092,2154.5334,1970.4197,2419.317,1838.2163,2135.6416,1980.4194,1894.2759,1627.8547,1766.1802,1542.0052,1760.937,1287.4503,1021.14124,1314.9419,1721.9303,1449.9241,1300.6948,1092.0222,1073.2589,1340.311,1187.3114,1224.2205,1466.3826,837.7351,1058.8258,1348.9822,973.5658,1110.2987,849.9945,1017.4418,1154.211,932.3042,666.2918,500.0319
